最速下降法:
第1次迭代：f(x_i)=7.711096854858360e-01, x_1=1.612591019188414e-01,x_2=0.000000000000000e+00
第6128次迭代：f(x_i)=7.178623501292196e-07, x_1=9.991528366201358e-01,x_2=9.983050621749725e-01
第6129次迭代：f(x_i)=7.166704708739716e-07, x_1=9.991547848405996e-01,x_2=9.983055072454032e-01
第6130次迭代：f(x_i)=7.154809760827745e-07, x_1=9.991542433844361e-01,x_2=9.983078726999165e-01
第6131次迭代：f(x_i)=7.142936862567366e-07, x_1=9.991561885662723e-01,x_2=9.983083184579121e-01
第6132次迭代：f(x_i)=7.131087329356146e-07, x_1=9.991556468258843e-01,x_2=9.983106782381009e-01
第6133次迭代：f(x_i)=7.119256457443336e-07, x_1=9.991575879888551e-01,x_2=9.983111236516421e-01
第6134次迭代：f(x_i)=7.107443688073861e-07, x_1=9.991570479274553e-01,x_2=9.983134791243466e-01
第6135次迭代：f(x_i)=7.095654648953737e-07, x_1=9.991589850927661e-01,x_2=9.983139241867500e-01
第6136次迭代：f(x_i)=7.083878557348668e-07, x_1=9.991584460912792e-01,x_2=9.983162779944974e-01
第6137次迭代：f(x_i)=7.072122701383549e-07, x_1=9.991603818488877e-01,x_2=9.983167214146252e-01
第6138次迭代：f(x_i)=7.060391692501020e-07, x_1=9.991598425267709e-01,x_2=9.983190695951958e-01
第6139次迭代：f(x_i)=7.048677323133114e-07, x_1=9.991617743230999e-01,x_2=9.983195126538157e-01
第6140次迭代：f(x_i)=7.036982833036980e-07, x_1=9.991612366341960e-01,x_2=9.983218565670586e-01
第6141次迭代：f(x_i)=7.025309759927428e-07, x_1=9.991631644901172e-01,x_2=9.983222992576345e-01
第6142次迭代：f(x_i)=7.013651710179786e-07, x_1=9.991626278182647e-01,x_2=9.983246415330154e-01
第6143次迭代：f(x_i)=7.002011362692615e-07, x_1=9.991645522403430e-01,x_2=9.983250820965046e-01
第6144次迭代：f(x_i)=6.990386133863241e-07, x_1=9.991640172715361e-01,x_2=9.983274238641036e-01
第6145次迭代：f(x_i)=6.978776566148484e-07, x_1=9.991659377827543e-01,x_2=9.983278617939260e-01
第6146次迭代：f(x_i)=6.967179793530804e-07, x_1=9.991654057857354e-01,x_2=9.983302024510631e-01
第6147次迭代：f(x_i)=6.955605031618847e-07, x_1=9.991673242440260e-01,x_2=9.983306390839697e-01
第6148次迭代：f(x_i)=6.944050631390657e-07, x_1=9.991667919825666e-01,x_2=9.983329764218590e-01
第6149次迭代：f(x_i)=6.932510524028338e-07, x_1=9.991687084029425e-01,x_2=9.983334117542199e-01
第6150次迭代：f(x_i)=6.920998358601327e-07, x_1=9.991681768464654e-01,x_2=9.983357414865620e-01
第6151次迭代：f(x_i)=6.909506609300121e-07, x_1=9.991700901466219e-01,x_2=9.983361783121134e-01
第6152次迭代：f(x_i)=6.898040625825061e-07, x_1=9.991695580217703e-01,x_2=9.983385011339116e-01
第6153次迭代：f(x_i)=6.886592681161307e-07, x_1=9.991714664217380e-01,x_2=9.983389380959168e-01
第6154次迭代：f(x_i)=6.875159178152981e-07, x_1=9.991709359234998e-01,x_2=9.983412604453361e-01
第6155次迭代：f(x_i)=6.863741301196386e-07, x_1=9.991728405072160e-01,x_2=9.983416947644348e-01
第6156次迭代：f(x_i)=6.852335987665981e-07, x_1=9.991723128940281e-01,x_2=9.983440160436895e-01
第6157次迭代：f(x_i)=6.840952136690894e-07, x_1=9.991742155038311e-01,x_2=9.983444490456693e-01
第6158次迭代：f(x_i)=6.829588699291904e-07, x_1=9.991736875665637e-01,x_2=9.983467670641110e-01
第6159次迭代：f(x_i)=6.818238726546722e-07, x_1=9.991755882171401e-01,x_2=9.983471987454726e-01
第6160次迭代：f(x_i)=6.806917023391274e-07, x_1=9.991750609176553e-01,x_2=9.983495092520730e-01
第6161次迭代：f(x_i)=6.795614413767596e-07, x_1=9.991769585352469e-01,x_2=9.983499423836181e-01
第6162次迭代：f(x_i)=6.784338322755457e-07, x_1=9.991764306110240e-01,x_2=9.983522460674746e-01
第6163次迭代：f(x_i)=6.773078597744987e-07, x_1=9.991783234298210e-01,x_2=9.983526793039892e-01
第6164次迭代：f(x_i)=6.761834649424575e-07, x_1=9.991777976460403e-01,x_2=9.983549799758150e-01
第6165次迭代：f(x_i)=6.750612445813425e-07, x_1=9.991796872824233e-01,x_2=9.983554125129003e-01
第6166次迭代：f(x_i)=6.739405741935923e-07, x_1=9.991791624017154e-01,x_2=9.983577093476511e-01
第6167次迭代：f(x_i)=6.728220895259901e-07, x_1=9.991810488731635e-01,x_2=9.983581411803839e-01
第6168次迭代：f(x_i)=6.717051351275101e-07, x_1=9.991805248818845e-01,x_2=9.983604341905118e-01
第6169次迭代：f(x_i)=6.705903697953361e-07, x_1=9.991824082057860e-01,x_2=9.983608653140077e-01
第6170次迭代：f(x_i)=6.694771229266512e-07, x_1=9.991818850903754e-01,x_2=9.983631545119135e-01
第6171次迭代：f(x_i)=6.683660606592654e-07, x_1=9.991837652840293e-01,x_2=9.983635849213265e-01
第6172次迭代：f(x_i)=6.672565128570379e-07, x_1=9.991832430310094e-01,x_2=9.983658703193605e-01
第6173次迭代：f(x_i)=6.661491374701638e-07, x_1=9.991851201116261e-01,x_2=9.983663000098826e-01
第6174次迭代：f(x_i)=6.650432802673757e-07, x_1=9.991845987076010e-01,x_2=9.983685816203447e-01
第6175次迭代：f(x_i)=6.639395756625864e-07, x_1=9.991864726923025e-01,x_2=9.983690105872056e-01
第6176次迭代：f(x_i)=6.628374005890199e-07, x_1=9.991859521239584e-01,x_2=9.983712884223453e-01
第6177次迭代：f(x_i)=6.617373507535262e-07, x_1=9.991878230297792e-01,x_2=9.983717166608124e-01
第6178次迭代：f(x_i)=6.606388493363606e-07, x_1=9.991873032838825e-01,x_2=9.983739907328297e-01
第6179次迭代：f(x_i)=6.595424383415714e-07, x_1=9.991891711277703e-01,x_2=9.983744182382071e-01
第6180次迭代：f(x_i)=6.584476021055265e-07, x_1=9.991886521911678e-01,x_2=9.983766885592525e-01
第6181次迭代：f(x_i)=6.573548141069781e-07, x_1=9.991905169899843e-01,x_2=9.983771153268811e-01
第6182次迭代：f(x_i)=6.562636345748780e-07, x_1=9.991899988496020e-01,x_2=9.983793819090564e-01
第6183次迭代：f(x_i)=6.551744538110060e-07, x_1=9.991918606201236e-01,x_2=9.983798079343136e-01
第6184次迭代：f(x_i)=6.540869225040311e-07, x_1=9.991913432629664e-01,x_2=9.983820707896716e-01
第6185次迭代：f(x_i)=6.530013332959679e-07, x_1=9.991932020218844e-01,x_2=9.983824960679708e-01
第6186次迭代：f(x_i)=6.519174417342441e-07, x_1=9.991926854350355e-01,x_2=9.983847552085160e-01
第6187次迭代：f(x_i)=6.508354284848960e-07, x_1=9.991945411989575e-01,x_2=9.983851797353066e-01
第6188次迭代：f(x_i)=6.497551681875800e-07, x_1=9.991940253695771e-01,x_2=9.983874351729956e-01
第6189次迭代：f(x_i)=6.486767153812408e-07, x_1=9.991958781550270e-01,x_2=9.983878589437623e-01
第6190次迭代：f(x_i)=6.476000778672528e-07, x_1=9.991953630703525e-01,x_2=9.983901106905038e-01
第6191次迭代：f(x_i)=6.465251700687414e-07, x_1=9.991972128937714e-01,x_2=9.983905337007662e-01
第6192次迭代：f(x_i)=6.454521468567651e-07, x_1=9.991966985411163e-01,x_2=9.983927817684221e-01
第6193次迭代：f(x_i)=6.443807687109396e-07, x_1=9.991985454188634e-01,x_2=9.983932040137349e-01
第6194次迭代：f(x_i)=6.433113513200765e-07, x_1=9.991980317856163e-01,x_2=9.983954484141196e-01
第6195次迭代：f(x_i)=6.422434875507127e-07, x_1=9.991998757339696e-01,x_2=9.983958698900719e-01
第6196次迭代：f(x_i)=6.411776673473215e-07, x_1=9.991993631712089e-01,x_2=9.983981090464841e-01
第6197次迭代：f(x_i)=6.401137916130429e-07, x_1=9.992012046350240e-01,x_2=9.983985309777273e-01
第6198次迭代：f(x_i)=6.390521619618452e-07, x_1=9.992006914134183e-01,x_2=9.984007649578353e-01
第6199次迭代：f(x_i)=6.379919294424085e-07, x_1=9.992025294623409e-01,x_2=9.984011863686546e-01
第6200次迭代：f(x_i)=6.369337138427609e-07, x_1=9.992020174424053e-01,x_2=9.984034164653012e-01
第6201次迭代：f(x_i)=6.358771084162669e-07, x_1=9.992038520942468e-01,x_2=9.984038373504998e-01
第6202次迭代：f(x_i)=6.348222994916002e-07, x_1=9.992033412618957e-01,x_2=9.984060635761826e-01
第6203次迭代：f(x_i)=6.337693051273930e-07, x_1=9.992051725343699e-01,x_2=9.984064839306059e-01
第6204次迭代：f(x_i)=6.327178954892168e-07, x_1=9.992046628756081e-01,x_2=9.984087062977683e-01
第6205次迭代：f(x_i)=6.316684962466692e-07, x_1=9.992064907863327e-01,x_2=9.984091261163041e-01
第6206次迭代：f(x_i)=6.306204782120679e-07, x_1=9.992059817188572e-01,x_2=9.984113471171857e-01
第6207次迭代：f(x_i)=6.295739040399790e-07, x_1=9.992078067461641e-01,x_2=9.984117647329376e-01
第6208次迭代：f(x_i)=6.285289520628299e-07, x_1=9.992072994890642e-01,x_2=9.984139829566928e-01
第6209次迭代：f(x_i)=6.274857859592240e-07, x_1=9.992091217011737e-01,x_2=9.984143997718967e-01
第6210次迭代：f(x_i)=6.264443735981357e-07, x_1=9.992086150627558e-01,x_2=9.984166144224697e-01
第6211次迭代：f(x_i)=6.254046009130519e-07, x_1=9.992104344752987e-01,x_2=9.984170304329887e-01
第6212次迭代：f(x_i)=6.243667196915854e-07, x_1=9.992099284436216e-01,x_2=9.984192415217769e-01
第6213次迭代：f(x_i)=6.233303258489766e-07, x_1=9.992117450721525e-01,x_2=9.984196567235059e-01
第6214次迭代：f(x_i)=6.222959669629791e-07, x_1=9.992112399936496e-01,x_2=9.984218626969336e-01
第6215次迭代：f(x_i)=6.212634121152322e-07, x_1=9.992130523256099e-01,x_2=9.984222778498205e-01
第6216次迭代：f(x_i)=6.202320926584633e-07, x_1=9.992125484363552e-01,x_2=9.984244835526113e-01
第6217次迭代：f(x_i)=6.192021387543127e-07, x_1=9.992143574987326e-01,x_2=9.984248960181784e-01
第6218次迭代：f(x_i)=6.181734725027820e-07, x_1=9.992138559952398e-01,x_2=9.984271008819536e-01
第6219次迭代：f(x_i)=6.171464765070552e-07, x_1=9.992156635369580e-01,x_2=9.984275119198623e-01
第6220次迭代：f(x_i)=6.161216957418173e-07, x_1=9.992151622971539e-01,x_2=9.984297098089342e-01
第6221次迭代：f(x_i)=6.150988771257528e-07, x_1=9.992169672962559e-01,x_2=9.984301220553856e-01
第6222次迭代：f(x_i)=6.140783299444315e-07, x_1=9.992164651216959e-01,x_2=9.984323136239738e-01
第6223次迭代：f(x_i)=6.130592864801885e-07, x_1=9.992182658959431e-01,x_2=9.984327258003294e-01
第6224次迭代：f(x_i)=6.120417520533266e-07, x_1=9.992177654188000e-01,x_2=9.984349146730518e-01
第6225次迭代：f(x_i)=6.110259995660576e-07, x_1=9.992195635039037e-01,x_2=9.984353260150923e-01
第6226次迭代：f(x_i)=6.100119389392076e-07, x_1=9.992190635487402e-01,x_2=9.984375114061502e-01
第6227次迭代：f(x_i)=6.089994633707611e-07, x_1=9.992208589597183e-01,x_2=9.984379219099963e-01
第6228次迭代：f(x_i)=6.079888679495214e-07, x_1=9.992203598692118e-01,x_2=9.984401022836656e-01
第6229次迭代：f(x_i)=6.069801188946389e-07, x_1=9.992221530384422e-01,x_2=9.984405131422321e-01
第6230次迭代：f(x_i)=6.059735504770727e-07, x_1=9.992216531296982e-01,x_2=9.984426885638621e-01
第6231次迭代：f(x_i)=6.049682017628621e-07, x_1=9.992234431502180e-01,x_2=9.984430988275451e-01
第6232次迭代：f(x_i)=6.039649235081554e-07, x_1=9.992229442357862e-01,x_2=9.984452705556331e-01
第6233次迭代：f(x_i)=6.029629603407595e-07, x_1=9.992247311239904e-01,x_2=9.984456802198461e-01
第6234次迭代：f(x_i)=6.019629647757009e-07, x_1=9.992242331910973e-01,x_2=9.984478482660898e-01
第6235次迭代：f(x_i)=6.009643724413881e-07, x_1=9.992260169632948e-01,x_2=9.984482573262831e-01
第6236次迭代：f(x_i)=5.999676520876646e-07, x_1=9.992255199992468e-01,x_2=9.984504217023314e-01
第6237次迭代：f(x_i)=5.989724159514995e-07, x_1=9.992273006716615e-01,x_2=9.984508301539918e-01
第6238次迭代：f(x_i)=5.979789633258972e-07, x_1=9.992268046638439e-01,x_2=9.984529908714453e-01
第6239次迭代：f(x_i)=5.969870688320625e-07, x_1=9.992285822526148e-01,x_2=9.984533987100962e-01
第6240次迭代：f(x_i)=5.959968764468077e-07, x_1=9.992280871884913e-01,x_2=9.984555557805076e-01
第6241次迭代：f(x_i)=5.950083091172982e-07, x_1=9.992298617096733e-01,x_2=9.984559630017082e-01
第6242次迭代：f(x_i)=5.940213694807256e-07, x_1=9.992293675767853e-01,x_2=9.984581164365823e-01
第6243次迭代：f(x_i)=5.930361149148659e-07, x_1=9.992311390463500e-01,x_2=9.984585230359277e-01
第6244次迭代：f(x_i)=5.920524205315566e-07, x_1=9.992306458323159e-01,x_2=9.984606728467221e-01
第6245次迭代：f(x_i)=5.910704644057948e-07, x_1=9.992324142661521e-01,x_2=9.984610788198427e-01
第6246次迭代：f(x_i)=5.900900077768735e-07, x_1=9.992319219586668e-01,x_2=9.984632250179679e-01
第6247次迭代：f(x_i)=5.891113358433846e-07, x_1=9.992336873725813e-01,x_2=9.984636303605292e-01
第6248次迭代：f(x_i)=5.881341094671221e-07, x_1=9.992331959594156e-01,x_2=9.984657729573493e-01
第6249次迭代：f(x_i)=5.871587075538750e-07, x_1=9.992349583691337e-01,x_2=9.984661776650515e-01
第6250次迭代：f(x_i)=5.861847039258842e-07, x_1=9.992344678381334e-01,x_2=9.984683166718840e-01
第6251次迭代：f(x_i)=5.852125579358234e-07, x_1=9.992362272592995e-01,x_2=9.984687207404619e-01
第6252次迭代：f(x_i)=5.842417695494729e-07, x_1=9.992357375983850e-01,x_2=9.984708561685782e-01
第6253次迭代：f(x_i)=5.832728654596920e-07, x_1=9.992374940465634e-01,x_2=9.984712595938007e-01
第6254次迭代：f(x_i)=5.823052848064058e-07, x_1=9.992370052437293e-01,x_2=9.984733914544266e-01
第6255次迭代：f(x_i)=5.813396086682847e-07, x_1=9.992387587344044e-01,x_2=9.984737942320964e-01
第6256次迭代：f(x_i)=5.803752282377648e-07, x_1=9.992382707777183e-01,x_2=9.984759225364125e-01
第6257次迭代：f(x_i)=5.794127661753276e-07, x_1=9.992400213262960e-01,x_2=9.984763246623659e-01
第6258次迭代：f(x_i)=5.784515784561709e-07, x_1=9.992395342038985e-01,x_2=9.984784494215075e-01
第6259次迭代：f(x_i)=5.774923166661798e-07, x_1=9.992412818257058e-01,x_2=9.984788508916144e-01
第6260次迭代：f(x_i)=5.765343141458602e-07, x_1=9.992407955258101e-01,x_2=9.984809721166719e-01
第6261次迭代：f(x_i)=5.755782388975983e-07, x_1=9.992425402360963e-01,x_2=9.984813729268347e-01
第6262次迭代：f(x_i)=5.746234140631037e-07, x_1=9.992420547469866e-01,x_2=9.984834906288542e-01
第6263次迭代：f(x_i)=5.736705116968332e-07, x_1=9.992437965609238e-01,x_2=9.984838907750085e-01
第6264次迭代：f(x_i)=5.727188570347532e-07, x_1=9.992433118709557e-01,x_2=9.984860049649918e-01
第6265次迭代：f(x_i)=5.717691139621374e-07, x_1=9.992450508036392e-01,x_2=9.984864044431055e-01
第6266次迭代：f(x_i)=5.708206219591072e-07, x_1=9.992445669012388e-01,x_2=9.984885151320106e-01
第6267次迭代：f(x_i)=5.698740246618992e-07, x_1=9.992463029676881e-01,x_2=9.984889139380836e-01
第6268次迭代：f(x_i)=5.689286878047274e-07, x_1=9.992458198413512e-01,x_2=9.984910211368250e-01
第6269次迭代：f(x_i)=5.679852228345916e-07, x_1=9.992475530565104e-01,x_2=9.984914192668892e-01
第6270次迭代：f(x_i)=5.670430336109762e-07, x_1=9.992470706948020e-01,x_2=9.984935229863380e-01
第6271次迭代：f(x_i)=5.661026875890732e-07, x_1=9.992488010735401e-01,x_2=9.984939204364568e-01
第6272次迭代：f(x_i)=5.651636384874276e-07, x_1=9.992483194650942e-01,x_2=9.984960206874411e-01
第6273次迭代：f(x_i)=5.642263981034671e-07, x_1=9.992500470222059e-01,x_2=9.984964174537094e-01
第6274次迭代：f(x_i)=5.632904816132684e-07, x_1=9.992495661557248e-01,x_2=9.984985142470149e-01
第6275次迭代：f(x_i)=5.623563336254364e-07, x_1=9.992512909059309e-01,x_2=9.984989103255585e-01
第6276次迭代：f(x_i)=5.614235422379451e-07, x_1=9.992508107701844e-01,x_2=9.985010036719281e-01
第6277次迭代：f(x_i)=5.604924734720592e-07, x_1=9.992525327281329e-01,x_2=9.985013990589037e-01
第6278次迭代：f(x_i)=5.595627996800635e-07, x_1=9.992520533119578e-01,x_2=9.985034889690384e-01
第6279次迭代：f(x_i)=5.586347970291472e-07, x_1=9.992537724922236e-01,x_2=9.985038836606331e-01
第6280次迭代：f(x_i)=5.577082333276513e-07, x_1=9.992532937845234e-01,x_2=9.985059701451923e-01
第6281次迭代：f(x_i)=5.567832837514421e-07, x_1=9.992550102016097e-01,x_2=9.985063641376234e-01
第6282次迭代：f(x_i)=5.558598226377355e-07, x_1=9.992545321913540e-01,x_2=9.985084472072244e-01
第6283次迭代：f(x_i)=5.549379131622174e-07, x_1=9.992562458596921e-01,x_2=9.985088404967395e-01
第6284次迭代：f(x_i)=5.540175471360553e-07, x_1=9.992557685359158e-01,x_2=9.985109201619590e-01
第6285次迭代：f(x_i)=5.530986648529914e-07, x_1=9.992574794698662e-01,x_2=9.985113127448350e-01
第6286次迭代：f(x_i)=5.521813864171291e-07, x_1=9.992570028216693e-01,x_2=9.985133890162081e-01
第6287次迭代：f(x_i)=5.512655184833557e-07, x_1=9.992587110355221e-01,x_2=9.985137808887515e-01
第6288次迭代：f(x_i)=5.503513201436637e-07, x_1=9.992582350520688e-01,x_2=9.985158537767733e-01
第6289次迭代：f(x_i)=5.494384537806759e-07, x_1=9.992599405600441e-01,x_2=9.985162449353200e-01
第6290次迭代：f(x_i)=5.485273280463806e-07, x_1=9.992594652305627e-01,x_2=9.985183144504446e-01
第6291次迭代：f(x_i)=5.476174505400348e-07, x_1=9.992611680468110e-01,x_2=9.985187048913592e-01
第6292次迭代：f(x_i)=5.467093899238967e-07, x_1=9.992606933605935e-01,x_2=9.985207710440006e-01
第6293次迭代：f(x_i)=5.458024886237847e-07, x_1=9.992623934991964e-01,x_2=9.985211607636767e-01
第6294次迭代：f(x_i)=5.448974856426118e-07, x_1=9.992619194455974e-01,x_2=9.985232235642093e-01
第6295次迭代：f(x_i)=5.439935479122372e-07, x_1=9.992636150958042e-01,x_2=9.985236121409041e-01
第6296次迭代：f(x_i)=5.430906686812949e-07, x_1=9.992631440054150e-01,x_2=9.985256737643829e-01
第6297次迭代：f(x_i)=5.421895447701008e-07, x_1=9.992648374853477e-01,x_2=9.985260613741708e-01
第6298次迭代：f(x_i)=5.412898519999076e-07, x_1=9.992643665251419e-01,x_2=9.985281198990132e-01
第6299次迭代：f(x_i)=5.403915301520760e-07, x_1=9.992660578474223e-01,x_2=9.985285065390008e-01
第6300次迭代：f(x_i)=5.394950149887608e-07, x_1=9.992655873419738e-01,x_2=9.985305605177484e-01
第6301次迭代：f(x_i)=5.385998950156602e-07, x_1=9.992672750960985e-01,x_2=9.985309468965629e-01
第6302次迭代：f(x_i)=5.377061382237095e-07, x_1=9.992668057916871e-01,x_2=9.985329985437189e-01
第6303次迭代：f(x_i)=5.368137960528082e-07, x_1=9.992684914148066e-01,x_2=9.985333839462266e-01
第6304次迭代：f(x_i)=5.359232015092956e-07, x_1=9.992680225441677e-01,x_2=9.985354310721188e-01
第6305次迭代：f(x_i)=5.350340342822323e-07, x_1=9.992697046304666e-01,x_2=9.985358162045900e-01
第6306次迭代：f(x_i)=5.341461853450622e-07, x_1=9.992692369375137e-01,x_2=9.985378610163196e-01
第6307次迭代：f(x_i)=5.332597719021820e-07, x_1=9.992709169191923e-01,x_2=9.985382451660857e-01
第6308次迭代：f(x_i)=5.323750698273138e-07, x_1=9.992704496392971e-01,x_2=9.985402854811998e-01
第6309次迭代：f(x_i)=5.314918046842901e-07, x_1=9.992721261151677e-01,x_2=9.985406693522045e-01
第6310次迭代：f(x_i)=5.306098354781803e-07, x_1=9.992716599898750e-01,x_2=9.985427073704317e-01
第6311次迭代：f(x_i)=5.297293003413405e-07, x_1=9.992733343872517e-01,x_2=9.985430902524398e-01
第6312次迭代：f(x_i)=5.288504625868442e-07, x_1=9.992728686545675e-01,x_2=9.985451237985196e-01
第6313次迭代：f(x_i)=5.279730493883848e-07, x_1=9.992745395768310e-01,x_2=9.985455063931775e-01
第6314次迭代：f(x_i)=5.270969317940420e-07, x_1=9.992740749759290e-01,x_2=9.985475376594953e-01
第6315次迭代：f(x_i)=5.262222250600565e-07, x_1=9.992757438455707e-01,x_2=9.985479192589697e-01
第6316次迭代：f(x_i)=5.253492234849742e-07, x_1=9.992752796170893e-01,x_2=9.985499460774300e-01
第6317次迭代：f(x_i)=5.244776126062083e-07, x_1=9.992769450419996e-01,x_2=9.985503273810993e-01
第6318次迭代：f(x_i)=5.236073185133520e-07, x_1=9.992764819227384e-01,x_2=9.985523519367745e-01
第6319次迭代：f(x_i)=5.227383907897284e-07, x_1=9.992781453206493e-01,x_2=9.985527322391755e-01
第6320次迭代：f(x_i)=5.218711972650681e-07, x_1=9.992776825538774e-01,x_2=9.985547523711075e-01
第6321次迭代：f(x_i)=5.210053395870693e-07, x_1=9.992793425371307e-01,x_2=9.985551323693803e-01
第6322次迭代：f(x_i)=5.201408408984785e-07, x_1=9.992788808572720e-01,x_2=9.985571502553574e-01
第6323次迭代：f(x_i)=5.192776432955037e-07, x_1=9.992805388389012e-01,x_2=9.985575292463783e-01
第6324次迭代：f(x_i)=5.184162297078431e-07, x_1=9.992800774918540e-01,x_2=9.985595427325528e-01
第6325次迭代：f(x_i)=5.175560766110222e-07, x_1=9.992817320885951e-01,x_2=9.985599214112519e-01
第6326次迭代：f(x_i)=5.166973452172883e-07, x_1=9.992812721327000e-01,x_2=9.985619312423724e-01
第6327次迭代：f(x_i)=5.158402230898836e-07, x_1=9.992829233608512e-01,x_2=9.985623096039378e-01
第6328次迭代：f(x_i)=5.149841676232360e-07, x_1=9.992824644578496e-01,x_2=9.985643172145919e-01
第6329次迭代：f(x_i)=5.141296709804362e-07, x_1=9.992841137226772e-01,x_2=9.985646945597686e-01
第6330次迭代：f(x_i)=5.132766786378979e-07, x_1=9.992836551222545e-01,x_2=9.985666978067990e-01
第6331次迭代：f(x_i)=5.124251878337468e-07, x_1=9.992853010477982e-01,x_2=9.985670748268467e-01
第6332次迭代：f(x_i)=5.115748588512069e-07, x_1=9.992848434785957e-01,x_2=9.985690758698769e-01
第6333次迭代：f(x_i)=5.107259710184244e-07, x_1=9.992864874655784e-01,x_2=9.985694518678028e-01
第6334次迭代：f(x_i)=5.098786896503851e-07, x_1=9.992860301799060e-01,x_2=9.985714485707179e-01
第6335次迭代：f(x_i)=5.090327827850815e-07, x_1=9.992876708566178e-01,x_2=9.985718242356438e-01
第6336次迭代：f(x_i)=5.081881522462832e-07, x_1=9.992872145807334e-01,x_2=9.985738187508856e-01
第6337次迭代：f(x_i)=5.073448260563485e-07, x_1=9.992888533434134e-01,x_2=9.985741933880512e-01
第6338次迭代：f(x_i)=5.065032276155870e-07, x_1=9.992883973322496e-01,x_2=9.985761835865208e-01
第6339次迭代：f(x_i)=5.056628577777917e-07, x_1=9.992900328133828e-01,x_2=9.985765578829378e-01
第6340次迭代：f(x_i)=5.048238975600130e-07, x_1=9.992895781133785e-01,x_2=9.985785445006060e-01
第6341次迭代：f(x_i)=5.039864710359162e-07, x_1=9.992912103286904e-01,x_2=9.985789184517098e-01
第6342次迭代：f(x_i)=5.031501428984278e-07, x_1=9.992907566057907e-01,x_2=9.985809029064263e-01
第6343次迭代：f(x_i)=5.023152636441625e-07, x_1=9.992923869440798e-01,x_2=9.985812758211623e-01
第6344次迭代：f(x_i)=5.014819455213527e-07, x_1=9.992919334569966e-01,x_2=9.985832559943768e-01
第6345次迭代：f(x_i)=5.006499853531168e-07, x_1=9.992935605577478e-01,x_2=9.985836285562383e-01
第6346次迭代：f(x_i)=4.998192868697337e-07, x_1=9.992931080269367e-01,x_2=9.985856065824812e-01
第6347次迭代：f(x_i)=4.989898522133520e-07, x_1=9.992947332746135e-01,x_2=9.985859781025715e-01
第6348次迭代：f(x_i)=4.981621482085469e-07, x_1=9.992942809614043e-01,x_2=9.985879518702421e-01
第6349次迭代：f(x_i)=4.973356086568752e-07, x_1=9.992959029995478e-01,x_2=9.985883230300138e-01
第6350次迭代：f(x_i)=4.965105116294976e-07, x_1=9.992954519419889e-01,x_2=9.985902932688623e-01
第6351次迭代：f(x_i)=4.956868544857289e-07, x_1=9.992970707859303e-01,x_2=9.985906640639206e-01
第6352次迭代：f(x_i)=4.948643584745521e-07, x_1=9.992966206528772e-01,x_2=9.985926321799909e-01
第6353次迭代：f(x_i)=4.940431942500818e-07, x_1=9.992982376798669e-01,x_2=9.985930019250315e-01
第6354次迭代：f(x_i)=4.932236705817969e-07, x_1=9.992977877364219e-01,x_2=9.985949658171716e-01
第6355次迭代：f(x_i)=4.924053651573382e-07, x_1=9.992994015967893e-01,x_2=9.985953351902344e-01
第6356次迭代：f(x_i)=4.915884300132815e-07, x_1=9.992989528759187e-01,x_2=9.985972955845278e-01
第6357次迭代：f(x_i)=4.907729708934255e-07, x_1=9.993005635847617e-01,x_2=9.985976645813183e-01
第6358次迭代：f(x_i)=4.899586182198327e-07, x_1=9.993001157571716e-01,x_2=9.985996228767149e-01
第6359次迭代：f(x_i)=4.891456199050920e-07, x_1=9.993017246846625e-01,x_2=9.985999908154534e-01
第6360次迭代：f(x_i)=4.883342174102870e-07, x_1=9.993012770192241e-01,x_2=9.986019449211901e-01
第6361次迭代：f(x_i)=4.875240421571436e-07, x_1=9.993028828223545e-01,x_2=9.986023124765673e-01
第6362次迭代：f(x_i)=4.867152097158223e-07, x_1=9.993024363470127e-01,x_2=9.986042631150618e-01
第6363次迭代：f(x_i)=4.859078452259739e-07, x_1=9.993040390406517e-01,x_2=9.986046302828809e-01
第6364次迭代：f(x_i)=4.851015767904983e-07, x_1=9.993035934278938e-01,x_2=9.986065788460543e-01
第6365次迭代：f(x_i)=4.842966414593800e-07, x_1=9.993051943752689e-01,x_2=9.986069449479942e-01
第6366次迭代：f(x_i)=4.834933010185185e-07, x_1=9.993047488977312e-01,x_2=9.986088893554133e-01
第6367次迭代：f(x_i)=4.826911535645083e-07, x_1=9.993063467623722e-01,x_2=9.986092550628770e-01
第6368次迭代：f(x_i)=4.818903646959594e-07, x_1=9.993059024430372e-01,x_2=9.986111960332945e-01
第6369次迭代：f(x_i)=4.810909930131534e-07, x_1=9.993074972395898e-01,x_2=9.986115613421812e-01
第6370次迭代：f(x_i)=4.802927497707293e-07, x_1=9.993070537526582e-01,x_2=9.986135002605540e-01
第6371次迭代：f(x_i)=4.794957760576852e-07, x_1=9.993086468375355e-01,x_2=9.986138644959353e-01
第6372次迭代：f(x_i)=4.787004386136812e-07, x_1=9.993082034594050e-01,x_2=9.986157992921012e-01
第6373次迭代：f(x_i)=4.779062181347686e-07, x_1=9.993097935025526e-01,x_2=9.986161631221541e-01
第6374次迭代：f(x_i)=4.771134137781192e-07, x_1=9.993093512513018e-01,x_2=9.986180945112021e-01
第6375次迭代：f(x_i)=4.763219346156127e-07, x_1=9.993109382671466e-01,x_2=9.986184579319189e-01
